1	-0.004345976213070535
1	-0.4868298294941527
1	-0.24151842884789487
1	-0.458754481221718
0	-0.1490263811188044
1	-0.4132608315583728
0	-0.19900336825417475
0	-0.017558398553555177
0	-0.13797984644257533
0	-0.31339730294818663
1	-0.46202467774503403
1	-0.2645410916100872
0	-0.38030693502830354
1	-0.48432711344061014
1	-0.2283038533288989
1	-0.2143338961887526
1	-0.01413332195648842
0	-0.2360923522199227
1	-0.08113518301629447
1	-0.11113786467515785
0	-0.04678347633268459
1	-0.06743033839038215
0	-0.2865029869327733
0	-0.11627474948878191
0	-0.26930221665811077
1	-0.2534146795955369
1	-0.45042905386187676
0	-0.4167845634452824
1	-0.04483362270070912
0	-0.0846181643494473
1	-0.05531769197778408
0	-0.25207232668866053
0	-0.3453929840371392
0	-0.4869519854416453
1	-0.1148116651484909
0	-0.09437748394445516
0	-0.4269507056829642
1	-0.0090092897508397
0	-0.26160952021697315
0	-0.26261856031045383
1	-0.09753916695482434
0	-0.33462317273188713
1	-0.06883986737564723
1	-0.4938067230123477
1	-0.251074241746484
0	-0.3952485211270414
0	-0.3958635978366099
1	-0.01308284308015406
1	-0.049671158414477945
1	-0.44314671746651585
0	-0.49892495526996417
1	-0.34520436817805755
0	-0.3165823298497228
1	-0.22460396019562323
0	-0.047620718135755635
1	-0.35198400366954347
0	-0.42846813783713006
1	-0.20957911411909702
0	-0.48193347525088204
0	-0.4783881485479055
1	-0.19783137342369028
1	-0.47615260534016224
1	-0.09457049706294551
0	-0.07973166652408986
0	-0.47164952079447225
1	-0.17742522531363825
0	-0.256207583304489
0	-0.4689712469166751
1	-0.29616017320425675
1	-0.3899930113997519
1	-0.11909562209327934
1	-0.013751744857366743
1	-0.3117869793764932
1	-0.0009220933661359121
0	-0.16388345744264637
1	-0.39689259829163565
1	-0.3346379367137561
0	-0.39921403700354907
0	-0.09089756735315008
1	-0.19511141076079058
1	-0.46353698471046745
1	-0.4603927528727834
0	-0.23452395712811835
0	-0.3830783131389263
1	-0.38365254736985444
0	-0.3163397327826112
1	-0.25634818977353463
0	-0.23966133048488797
1	-0.49504823635411466
1	-0.014296377992872866
1	-0.14635842077888256
0	-0.11961877736352061
0	-0.2772448014919323
0	-0.44137630328076005
1	-0.22960393536113083
0	-0.09804115970880717
0	-0.09719837505924439
0	-0.12093003812455944
0	-0.08924932133489977
1	-0.29738919021440763
1	-0.04731250307910251
1	-0.04326564090567997
0	-0.3415971658071374
1	-0.45718957522070885
1	-0.3649055809828823
0	-0.3311980164558949
1	-0.24835116336063512
1	-0.2535781397808757
1	-0.21273176124244325
1	-0.061500181981224755
1	-0.4592218177958331
0	-0.4431962012459959
1	-0.04184257232933419
1	-0.0872105884431103
1	-0.479072809171391
1	-0.48465328574906696
0	-0.24045291520923073
1	-0.23654438327900845
1	-0.44861709187188364
0	-0.03921194691711105
1	-0.11421516249233088
1	-0.3237296013550365
0	-0.1768490953255522
1	-0.353759588256901
0	-0.17334711151343113
0	-0.006682778846900828
0	-0.2314207888601309
1	-0.150001459238702
0	-0.42148205912627845
1	-0.24884375250761753
1	-0.002239741682966756
0	-0.24441524903891787
1	-0.006077046549347764
0	-0.17082475449648699
0	-0.027206266723714068
1	-0.371189918369668
0	-0.3148399600010151
0	-0.18423646927039622
0	-0.21849982047468364
1	-0.27662845472685876
1	-0.0057158922096114395
1	-0.20497281192622896
0	-0.22608738805265505
0	-0.4980969917339297
0	-0.1551357719038048
0	-0.0020510909368805508
1	-0.41513734743159963
1	-0.3383378778121183
0	-0.36081130318692
0	-0.035011912014703106
1	-0.1839875437252395
1	-0.3919343814536468
0	-0.3113778461858812
1	-0.17424934960946553
0	-0.42135289234088064
0	-0.1862016715339575
0	-0.3052323527249724
1	-0.19210413347354804
0	-0.11822097643400997
0	-0.046711217714392406
0	-0.3862213440894387
0	-0.48350527762898204
1	-0.42081794499541686
1	-0.126329975125897
1	-0.4122738632897911
0	-0.20238364223706556
1	-0.022832605845137077
0	-0.13236248841665166
0	-0.1239801306969957
0	-0.4005710313600288
0	-0.4729897987190362
0	-0.28125114842049903
0	-0.011029252033426862
0	-0.44405546990107125
0	-0.16418393627586336
1	-0.4880499942883153
1	-0.3014430755360875
1	-0.3503990008697247
0	-0.029024447876607018
1	-0.3799935816744946
0	-0.4855182628927137
0	-0.26425325147402096
1	-0.1736871129224603
1	-0.23656166138556822
1	-0.16317862467501004
0	-0.17295997825849996
1	-0.4724448963157519
0	-0.47809348236835436
0	-0.029293425060167633
1	-0.13573348737938024
0	-0.05325387548723054
0	-0.2723023003250957
0	-0.284368839759801
1	-0.359084613380284
0	-0.329058207415747
1	-0.08610012118034749
0	-0.17651605911966395
1	-0.3461902876508592
1	-0.4675003829424594
1	-0.002731931720449554
1	-0.22283354158359547
1	-0.11141871565694428
1	-0.1878748281384382
0	-0.2836825090044859
0	-0.3668580026292012
0	-0.29652071492240384
0	-0.12466064509593289
1	-0.1868855918748039
1	-0.2461357759444554
0	-0.34663521775556244
1	-0.08013709469275831
1	-0.060163560145351125
0	-0.3098441005599076
0	-0.2734837569873107
1	-0.20772275678077645
0	-0.15621427773575824
1	-0.3777752563758292
0	-0.47218566640418147
1	-0.11634168659942701
0	-0.18290342001953047
0	-0.4050358181677945
1	-0.07811206383774233
1	-0.29735107724792
0	-0.10723916548993057
1	-0.29417217385192296
1	-0.23686865043086935
1	-0.029089776435675174
0	-0.2009381286049008
1	-0.3399607899203781
0	-0.12111952189699599
1	-0.47123059369951986
0	-0.04485856780735298
1	-0.3966258716259218
0	-0.15501354107647425
1	-0.35055053944376247
1	-0.39274513544195355
1	-0.36771212730681213
0	-0.39544024500176284
1	-0.3303532698941999
0	-0.4087946108473289
1	-0.2788122200534299
1	-0.3691241213016809
0	-0.42332979554422623
0	-0.23720332773759556
1	-0.4474757691699879
1	-0.09939374659674183
1	-0.46697479542861947
1	-0.08043078923359676
1	-0.3248730391606941
1	-0.4027874584390409
0	-0.17744086355950006
0	-0.3839517140222514
1	-0.3573552601989381
1	-0.06886444426388277
0	-0.03466537035064848
0	-0.1030562888737046
1	-0.11060674166784412
1	-0.46043378156481674
1	-0.31514129688044745
